HTL state,Time GPS,Mission time,MGT-X raw,MGT-Y raw,MGT-Z raw,MGT-X mgauss,MGT-Y mgauss,MGT-Z mgauss,ACC-X raw,ACC-Y raw,ACC-Z raw,ACC-X mg,ACC-Y mg,ACC-Z mg,GYRO-X raw,GYRO-Y raw,GYRO-Z raw,GYRO-X mdps,GYRO-Y mdps,GYRO-Z mdps,Temp raw,Temp Celsius
F3,Thu 1970-01-01 01:00:00 CET,5922.02,-2746,1588,511,-384.440002,222.320007,71.540001,-25,-66,1338,-18.299999,-48.312000,979.416016,124,-59,46,8680.000000,-4130.000000,3220.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5923.02,-2706,1563,498,-378.839996,218.820007,69.720001,-24,-67,1333,-17.568001,-49.043999,975.755981,120,-60,42,8400.000000,-4200.000000,2940.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5924.02,-2749,1551,383,-384.860016,217.139999,53.619999,-26,-68,1335,-19.032000,-49.776001,977.219971,124,-57,40,8680.000000,-3990.000000,2800.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5925.02,-2705,1541,444,-378.700012,215.740005,62.160000,-20,-67,1337,-14.639999,-49.043999,978.684021,123,-57,40,8610.000000,-3990.000000,2800.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,5926.02,-2739,1532,444,-383.459991,214.479996,62.160000,-27,-63,1335,-19.764000,-46.116001,977.219971,121,-59,44,8470.000000,-4130.000000,3080.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,5927.02,-2750,1564,352,-385.000000,218.960007,49.279999,-22,-66,1334,-16.104000,-48.312000,976.487976,123,-55,39,8610.000000,-3850.000000,2730.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,5928.02,-2712,1541,363,-379.679993,215.740005,50.820000,-22,-62,1336,-16.104000,-45.383999,977.951965,124,-55,42,8680.000000,-3850.000000,2940.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5929.02,-2772,1547,411,-388.079987,216.580002,57.540001,-28,-67,1334,-20.496000,-49.043999,976.487976,124,-58,40,8680.000000,-4060.000000,2800.000000,298,43.188477
F3,Thu 1970-01-01 01:00:00 CET,5930.02,-2748,1599,460,-384.720001,223.860001,64.400002,-30,-64,1331,-21.959999,-46.848000,974.291992,127,-54,43,8890.000000,-3780.000000,3010.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5931.02,-2743,1583,379,-384.019989,221.619995,53.060001,-25,-61,1334,-18.299999,-44.652000,976.487976,120,-61,40,8400.000000,-4270.000000,2800.000000,304,43.554688
F3,Thu 1970-01-01 01:00:00 CET,5932.02,-2778,1548,410,-388.920013,216.720001,57.400002,-25,-67,1338,-18.299999,-49.043999,979.416016,120,-56,40,8400.000000,-3920.000000,2800.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,5933.02,-2724,1564,391,-381.360016,218.960007,54.740002,-24,-64,1332,-17.568001,-46.848000,975.023987,123,-59,40,8610.000000,-4130.000000,2800.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,5934.02,-2729,1569,390,-382.059998,219.660004,54.599998,-26,-61,1333,-19.032000,-44.652000,975.755981,124,-59,40,8680.000000,-4130.000000,2800.000000,305,43.615723
F3,Thu 1970-01-01 01:00:00 CET,5935.02,-2707,1525,338,-378.980011,213.500000,47.320000,-30,-63,1336,-21.959999,-46.116001,977.951965,126,-55,41,8820.000000,-3850.000000,2870.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,5936.02,-2690,1577,381,-376.600006,220.779999,53.340000,-25,-65,1334,-18.299999,-47.579998,976.487976,123,-56,39,8610.000000,-3920.000000,2730.000000,300,43.310547
F3,Thu 1970-01-01 01:00:00 CET,5937.02,-2692,1532,194,-376.880005,214.479996,27.160000,-25,-64,1333,-18.299999,-46.848000,975.755981,126,-60,38,8820.000000,-4200.000000,2660.000000,305,43.615723
F3,Thu 1970-01-01 01:00:00 CET,5938.02,-2744,1518,408,-384.160004,212.520004,57.119999,-26,-63,1338,-19.032000,-46.116001,979.416016,123,-56,41,8610.000000,-3920.000000,2870.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,5939.02,-2670,1516,445,-373.799988,212.240005,62.299999,-21,-61,1333,-15.372000,-44.652000,975.755981,122,-59,42,8540.000000,-4130.000000,2940.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5940.01,-2699,1500,413,-377.860016,210.000000,57.820000,-21,-66,1334,-15.372000,-48.312000,976.487976,123,-58,41,8610.000000,-4060.000000,2870.000000,304,43.554688
F3,Thu 1970-01-01 01:00:00 CET,5941.02,-2688,1502,445,-376.320007,210.279999,62.299999,-26,-63,1330,-19.032000,-46.116001,973.559998,119,-59,38,8330.000000,-4130.000000,2660.000000,306,43.676758
F3,Thu 1970-01-01 01:00:00 CET,5942.02,-2669,1542,480,-373.660004,215.880005,67.199997,-25,-58,1336,-18.299999,-42.456001,977.951965,122,-59,38,8540.000000,-4130.000000,2660.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5943.02,-2693,1535,417,-377.019989,214.899994,58.380001,-23,-64,1334,-16.836000,-46.848000,976.487976,121,-58,37,8470.000000,-4060.000000,2590.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5944.02,-2697,1525,463,-377.579987,213.500000,64.820000,-27,-65,1340,-19.764000,-47.579998,980.880005,120,-59,43,8400.000000,-4130.000000,3010.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5945.02,-2685,1570,424,-375.899994,219.800003,59.360001,-26,-65,1332,-19.032000,-47.579998,975.023987,121,-64,40,8470.000000,-4480.000000,2800.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,5946.02,-2679,1534,493,-375.059998,214.759995,69.019997,-23,-68,1333,-16.836000,-49.776001,975.755981,126,-55,42,8820.000000,-3850.000000,2940.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,5947.02,-2739,1475,478,-383.459991,206.500000,66.919998,-27,-64,1336,-19.764000,-46.848000,977.951965,121,-57,38,8470.000000,-3990.000000,2660.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,5948.02,-2723,1526,421,-381.220001,213.639999,58.939999,-25,-60,1333,-18.299999,-43.919998,975.755981,126,-59,41,8820.000000,-4130.000000,2870.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,5949.02,-2703,1509,339,-378.420013,211.259995,47.459999,-24,-66,1337,-17.568001,-48.312000,978.684021,126,-53,40,8820.000000,-3710.000000,2800.000000,299,43.249512
F3,Thu 1970-01-01 01:00:00 CET,5950.02,-2733,1542,373,-382.619995,215.880005,52.220001,-25,-69,1330,-18.299999,-50.507999,973.559998,125,-59,40,8750.000000,-4130.000000,2800.000000,304,43.554688
F3,Thu 1970-01-01 01:00:00 CET,5951.02,-2689,1514,423,-376.459991,211.960007,59.220001,-29,-68,1338,-21.228001,-49.776001,979.416016,127,-60,41,8890.000000,-4200.000000,2870.000000,304,43.554688
F3,Thu 1970-01-01 01:00:00 CET,5952.02,-2684,1525,478,-375.760010,213.500000,66.919998,-24,-65,1333,-17.568001,-47.579998,975.755981,120,-56,40,8400.000000,-3920.000000,2800.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5953.02,-2700,1514,435,-378.000000,211.960007,60.900002,-20,-61,1334,-14.639999,-44.652000,976.487976,119,-57,43,8330.000000,-3990.000000,3010.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5954.02,-2684,1549,343,-375.760010,216.860001,48.020000,-24,-63,1338,-17.568001,-46.116001,979.416016,124,-57,36,8680.000000,-3990.000000,2520.000000,304,43.554688
F3,Thu 1970-01-01 01:00:00 CET,5955.02,-2668,1581,505,-373.519989,221.339996,70.699997,-28,-64,1339,-20.496000,-46.848000,980.148010,115,-62,42,8050.000000,-4340.000000,2940.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,5956.02,-2690,1529,437,-376.600006,214.059998,61.180000,-24,-62,1334,-17.568001,-45.383999,976.487976,123,-55,39,8610.000000,-3850.000000,2730.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5957.02,-2713,1533,416,-379.820007,214.619995,58.240002,-22,-63,1331,-16.104000,-46.116001,974.291992,125,-57,41,8750.000000,-3990.000000,2870.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,5958.02,-2737,1554,484,-383.179993,217.559998,67.760002,-26,-66,1327,-19.032000,-48.312000,971.364014,121,-56,42,8470.000000,-3920.000000,2940.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5959.02,-2703,1549,404,-378.420013,216.860001,56.560001,-23,-67,1337,-16.836000,-49.043999,978.684021,124,-56,45,8680.000000,-3920.000000,3150.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,5960.02,-2661,1566,431,-372.540009,219.240005,60.340000,-25,-64,1336,-18.299999,-46.848000,977.951965,127,-61,43,8890.000000,-4270.000000,3010.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5961.02,-2698,1525,487,-377.720001,213.500000,68.180000,-24,-59,1333,-17.568001,-43.188000,975.755981,125,-59,41,8750.000000,-4130.000000,2870.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,5962.02,-2702,1509,515,-378.279999,211.259995,72.099998,-23,-66,1334,-16.836000,-48.312000,976.487976,122,-59,40,8540.000000,-4130.000000,2800.000000,300,43.310547
F3,Thu 1970-01-01 01:00:00 CET,5963.02,-2694,1494,482,-377.160004,209.160004,67.480003,-28,-65,1337,-20.496000,-47.579998,978.684021,126,-61,36,8820.000000,-4270.000000,2520.000000,300,43.310547
F3,Thu 1970-01-01 01:00:00 CET,5964.02,-2694,1492,491,-377.160004,208.880005,68.739998,-26,-61,1331,-19.032000,-44.652000,974.291992,125,-60,40,8750.000000,-4200.000000,2800.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5965.02,-2673,1485,349,-374.220001,207.899994,48.860001,-22,-60,1329,-16.104000,-43.919998,972.828003,126,-56,38,8820.000000,-3920.000000,2660.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,5966.02,-2717,1528,379,-380.380005,213.919998,53.060001,-25,-62,1332,-18.299999,-45.383999,975.023987,128,-59,43,8960.000000,-4130.000000,3010.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,5967.02,-2673,1539,435,-374.220001,215.460007,60.900002,-29,-63,1334,-21.228001,-46.116001,976.487976,129,-56,43,9030.000000,-3920.000000,3010.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5968.02,-2709,1538,537,-379.260010,215.320007,75.180000,-29,-62,1338,-21.228001,-45.383999,979.416016,124,-56,41,8680.000000,-3920.000000,2870.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,5969.02,-2686,1572,483,-376.040009,220.080002,67.620003,-24,-69,1332,-17.568001,-50.507999,975.023987,119,-55,36,8330.000000,-3850.000000,2520.000000,300,43.310547
F3,Thu 1970-01-01 01:00:00 CET,5970.02,-2736,1573,498,-383.040009,220.220001,69.720001,-28,-62,1336,-20.496000,-45.383999,977.951965,121,-59,39,8470.000000,-4130.000000,2730.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5971.02,-2690,1568,503,-376.600006,219.520004,70.419998,-26,-68,1333,-19.032000,-49.776001,975.755981,122,-59,38,8540.000000,-4130.000000,2660.000000,300,43.310547
F3,Thu 1970-01-01 01:00:00 CET,5972.02,-2707,1524,411,-378.980011,213.360001,57.540001,-27,-62,1337,-19.764000,-45.383999,978.684021,119,-59,40,8330.000000,-4130.000000,2800.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,5973.02,-2687,1531,447,-376.179993,214.339996,62.580002,-24,-66,1335,-17.568001,-48.312000,977.219971,119,-60,40,8330.000000,-4200.000000,2800.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,5974.02,-2711,1535,403,-379.540009,214.899994,56.420002,-24,-68,1335,-17.568001,-49.776001,977.219971,125,-56,37,8750.000000,-3920.000000,2590.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5975.02,-2706,1557,518,-378.839996,217.979996,72.519997,-21,-66,1335,-15.372000,-48.312000,977.219971,120,-57,40,8400.000000,-3990.000000,2800.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5976.02,-2666,1545,458,-373.239990,216.300003,64.120003,-26,-67,1335,-19.032000,-49.043999,977.219971,121,-54,44,8470.000000,-3780.000000,3080.000000,299,43.249512
F3,Thu 1970-01-01 01:00:00 CET,5977.02,-2705,1543,516,-378.700012,216.020004,72.239998,-22,-66,1334,-16.104000,-48.312000,976.487976,122,-61,40,8540.000000,-4270.000000,2800.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5978.02,-2693,1560,462,-377.019989,218.399994,64.680000,-29,-67,1331,-21.228001,-49.043999,974.291992,122,-57,39,8540.000000,-3990.000000,2730.000000,305,43.615723
F3,Thu 1970-01-01 01:00:00 CET,5979.02,-2699,1540,531,-377.860016,215.600006,74.340004,-22,-68,1332,-16.104000,-49.776001,975.023987,128,-59,40,8960.000000,-4130.000000,2800.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,5980.02,-2680,1508,327,-375.200012,211.119995,45.779999,-20,-64,1337,-14.639999,-46.848000,978.684021,125,-59,41,8750.000000,-4130.000000,2870.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,5981.02,-2693,1558,476,-377.019989,218.119995,66.639999,-21,-63,1331,-15.372000,-46.116001,974.291992,131,-58,40,9170.000000,-4060.000000,2800.000000,300,43.310547
F3,Thu 1970-01-01 01:00:00 CET,5982.02,-2684,1550,468,-375.760010,217.000000,65.519997,-23,-64,1332,-16.836000,-46.848000,975.023987,129,-55,40,9030.000000,-3850.000000,2800.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5983.02,-2714,1561,419,-379.959991,218.540009,58.660000,-23,-70,1335,-16.836000,-51.239998,977.219971,128,-56,41,8960.000000,-3920.000000,2870.000000,300,43.310547
F3,Thu 1970-01-01 01:00:00 CET,5984.02,-2755,1544,509,-385.700012,216.160004,71.260002,-25,-64,1336,-18.299999,-46.848000,977.951965,122,-61,43,8540.000000,-4270.000000,3010.000000,299,43.249512
F3,Thu 1970-01-01 01:00:00 CET,5985.02,-2661,1544,434,-372.540009,216.160004,60.760002,-24,-64,1335,-17.568001,-46.848000,977.219971,125,-53,41,8750.000000,-3710.000000,2870.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,5986.02,-2713,1518,379,-379.820007,212.520004,53.060001,-24,-65,1334,-17.568001,-47.579998,976.487976,126,-59,37,8820.000000,-4130.000000,2590.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,5987.02,-2734,1518,385,-382.760010,212.520004,53.900002,-25,-65,1334,-18.299999,-47.579998,976.487976,127,-64,38,8890.000000,-4480.000000,2660.000000,300,43.310547
F3,Thu 1970-01-01 01:00:00 CET,5988.02,-2726,1565,442,-381.640015,219.100006,61.880001,-25,-65,1336,-18.299999,-47.579998,977.951965,130,-55,41,9100.000000,-3850.000000,2870.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5989.02,-2699,1521,451,-377.860016,212.940002,63.139999,-20,-62,1335,-14.639999,-45.383999,977.219971,126,-58,39,8820.000000,-4060.000000,2730.000000,299,43.249512
F3,Thu 1970-01-01 01:00:00 CET,5990.02,-2663,1544,454,-372.820007,216.160004,63.560001,-22,-63,1334,-16.104000,-46.116001,976.487976,121,-58,42,8470.000000,-4060.000000,2940.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,5991.02,-2691,1547,381,-376.739990,216.580002,53.340000,-21,-66,1334,-15.372000,-48.312000,976.487976,119,-60,46,8330.000000,-4200.000000,3220.000000,298,43.188477
F3,Thu 1970-01-01 01:00:00 CET,5992.02,-2702,1555,411,-378.279999,217.699997,57.540001,-27,-66,1334,-19.764000,-48.312000,976.487976,122,-58,43,8540.000000,-4060.000000,3010.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5993.02,-2709,1524,454,-379.260010,213.360001,63.560001,-23,-60,1332,-16.836000,-43.919998,975.023987,119,-53,43,8330.000000,-3710.000000,3010.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,5994.02,-2701,1571,443,-378.140015,219.940002,62.020000,-22,-65,1333,-16.104000,-47.579998,975.755981,122,-57,37,8540.000000,-3990.000000,2590.000000,306,43.676758
F3,Thu 1970-01-01 01:00:00 CET,5995.02,-2653,1450,407,-371.420013,203.000000,56.980000,-18,-66,1338,-13.176000,-48.312000,979.416016,117,-58,41,8190.000000,-4060.000000,2870.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,5996.02,-2697,1504,304,-377.579987,210.559998,42.560001,-24,-62,1341,-17.568001,-45.383999,981.612000,126,-64,41,8820.000000,-4480.000000,2870.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,5997.02,-2693,1531,320,-377.019989,214.339996,44.799999,-26,-62,1334,-19.032000,-45.383999,976.487976,127,-58,39,8890.000000,-4060.000000,2730.000000,300,43.310547
F3,Thu 1970-01-01 01:00:00 CET,5998.02,-2726,1523,439,-381.640015,213.220001,61.459999,-26,-67,1334,-19.032000,-49.043999,976.487976,124,-54,40,8680.000000,-3780.000000,2800.000000,304,43.554688
F3,Thu 1970-01-01 01:00:00 CET,5999.02,-2775,1539,399,-388.500000,215.460007,55.860001,-27,-69,1337,-19.764000,-50.507999,978.684021,127,-60,36,8890.000000,-4200.000000,2520.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,6000.02,-2657,1506,403,-371.980011,210.839996,56.420002,-21,-66,1336,-15.372000,-48.312000,977.951965,117,-59,40,8190.000000,-4130.000000,2800.000000,304,43.554688
F3,Thu 1970-01-01 01:00:00 CET,6001.02,-2745,1494,440,-384.299988,209.160004,61.599998,-20,-61,1336,-14.639999,-44.652000,977.951965,123,-58,44,8610.000000,-4060.000000,3080.000000,300,43.310547
F3,Thu 1970-01-01 01:00:00 CET,6002.02,-2698,1538,452,-377.720001,215.320007,63.279999,-27,-72,1336,-19.764000,-52.703999,977.951965,120,-58,39,8400.000000,-4060.000000,2730.000000,305,43.615723
F3,Thu 1970-01-01 01:00:00 CET,6003.02,-2717,1473,395,-380.380005,206.220001,55.299999,-21,-65,1333,-15.372000,-47.579998,975.755981,123,-57,37,8610.000000,-3990.000000,2590.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,6004.02,-2716,1498,345,-380.239990,209.720001,48.299999,-24,-66,1334,-17.568001,-48.312000,976.487976,122,-58,40,8540.000000,-4060.000000,2800.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,6005.02,-2690,1565,386,-376.600006,219.100006,54.040001,-28,-66,1336,-20.496000,-48.312000,977.951965,120,-60,42,8400.000000,-4200.000000,2940.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,6006.02,-2679,1503,454,-375.059998,210.419998,63.560001,-23,-65,1332,-16.836000,-47.579998,975.023987,122,-56,38,8540.000000,-3920.000000,2660.000000,300,43.310547
F3,Thu 1970-01-01 01:00:00 CET,6007.02,-2701,1518,457,-378.140015,212.520004,63.980000,-19,-60,1337,-13.908000,-43.919998,978.684021,133,-57,42,9310.000000,-3990.000000,2940.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,6008.02,-2659,1535,408,-372.260010,214.899994,57.119999,-28,-66,1334,-20.496000,-48.312000,976.487976,123,-59,40,8610.000000,-4130.000000,2800.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,6009.02,-2697,1551,481,-377.579987,217.139999,67.340004,-24,-66,1338,-17.568001,-48.312000,979.416016,123,-58,43,8610.000000,-4060.000000,3010.000000,305,43.615723
F3,Thu 1970-01-01 01:00:00 CET,6010.02,-2743,1488,342,-384.019989,208.320007,47.880001,-25,-64,1330,-18.299999,-46.848000,973.559998,121,-53,40,8470.000000,-3710.000000,2800.000000,303,43.493652
F3,Thu 1970-01-01 01:00:00 CET,6011.02,-2652,1498,296,-371.279999,209.720001,41.439999,-24,-62,1335,-17.568001,-45.383999,977.219971,122,-56,45,8540.000000,-3920.000000,3150.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,6012.02,-2694,1504,409,-377.160004,210.559998,57.260002,-27,-63,1335,-19.764000,-46.116001,977.219971,125,-60,39,8750.000000,-4200.000000,2730.000000,304,43.554688
F3,Thu 1970-01-01 01:00:00 CET,6013.02,-2675,1523,426,-374.500000,213.220001,59.639999,-23,-65,1335,-16.836000,-47.579998,977.219971,120,-54,37,8400.000000,-3780.000000,2590.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,6014.02,-2735,1529,416,-382.899994,214.059998,58.240002,-27,-66,1336,-19.764000,-48.312000,977.951965,118,-60,41,8260.000000,-4200.000000,2870.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,6015.02,-2690,1491,397,-376.600006,208.740005,55.580002,-27,-66,1336,-19.764000,-48.312000,977.951965,122,-61,40,8540.000000,-4270.000000,2800.000000,300,43.310547
F3,Thu 1970-01-01 01:00:00 CET,6016.02,-2700,1509,382,-378.000000,211.259995,53.480000,-23,-64,1338,-16.836000,-46.848000,979.416016,124,-59,38,8680.000000,-4130.000000,2660.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,6017.02,-2718,1536,403,-380.519989,215.040009,56.420002,-30,-65,1334,-21.959999,-47.579998,976.487976,123,-58,38,8610.000000,-4060.000000,2660.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,6018.02,-2627,1502,429,-367.779999,210.279999,60.060001,-24,-63,1335,-17.568001,-46.116001,977.219971,123,-54,39,8610.000000,-3780.000000,2730.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,6019.02,-2708,1541,421,-379.119995,215.740005,58.939999,-25,-64,1332,-18.299999,-46.848000,975.023987,121,-61,42,8470.000000,-4270.000000,2940.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,6020.02,-2697,1508,385,-377.579987,211.119995,53.900002,-27,-64,1337,-19.764000,-46.848000,978.684021,130,-62,40,9100.000000,-4340.000000,2800.000000,300,43.310547
F3,Thu 1970-01-01 01:00:00 CET,6021.02,-2727,1534,454,-381.779999,214.759995,63.560001,-24,-67,1333,-17.568001,-49.043999,975.755981,120,-58,42,8400.000000,-4060.000000,2940.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,6022.02,-2708,1549,526,-379.119995,216.860001,73.639999,-27,-62,1337,-19.764000,-45.383999,978.684021,130,-54,42,9100.000000,-3780.000000,2940.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,6023.02,-2680,1563,429,-375.200012,218.820007,60.060001,-28,-67,1338,-20.496000,-49.043999,979.416016,125,-58,39,8750.000000,-4060.000000,2730.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,6024.02,-2661,1551,464,-372.540009,217.139999,64.959999,-26,-66,1332,-19.032000,-48.312000,975.023987,123,-59,43,8610.000000,-4130.000000,3010.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,6025.02,-2751,1520,431,-385.140015,212.800003,60.340000,-22,-62,1334,-16.104000,-45.383999,976.487976,124,-55,39,8680.000000,-3850.000000,2730.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,6026.02,-2674,1543,374,-374.360016,216.020004,52.360001,-26,-67,1333,-19.032000,-49.043999,975.755981,123,-59,42,8610.000000,-4130.000000,2940.000000,299,43.249512
F3,Thu 1970-01-01 01:00:00 CET,6027.02,-2725,1522,381,-381.500000,213.080002,53.340000,-27,-62,1334,-19.764000,-45.383999,976.487976,123,-62,42,8610.000000,-4340.000000,2940.000000,302,43.432617
F3,Thu 1970-01-01 01:00:00 CET,6028.02,-2725,1576,499,-381.500000,220.639999,69.860001,-22,-65,1333,-16.104000,-47.579998,975.755981,124,-54,42,8680.000000,-3780.000000,2940.000000,301,43.371582
F3,Thu 1970-01-01 01:00:00 CET,6029.02,-2690,1568,436,-376.600006,219.520004,61.040001,-23,-62,1335,-16.836000,-45.383999,977.219971,127,-57,45,8890.000000,-3990.000000,3150.000000,303,43.493652
HTL state,Time GPS,Mission time,MGT-X raw,MGT-Y raw,MGT-Z raw,MGT-X mgauss,MGT-Y mgauss,MGT-Z mgauss,ACC-X raw,ACC-Y raw,ACC-Z raw,ACC-X mg,ACC-Y mg,ACC-Z mg,GYRO-X raw,GYRO-Y raw,GYRO-Z raw,GYRO-X mdps,GYRO-Y mdps,GYRO-Z mdps,Temp raw,Temp Celsius
A1,Thu 1970-01-01 01:00:00 CET,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000,0,0.000000
A1,Thu 1970-01-01 01:00:00 CET,0.0202512,-2641,1409,294,-369.739990,197.259995,41.160000,-22,-61,1339,-16.104000,-44.652000,980.148010,115,-56,37,8050.000000,-3920.000000,2590.000000,247,40.075684
A1,Thu 1970-01-01 01:00:00 CET,1.01756,-2675,1486,212,-374.500000,208.039993,29.680000,-23,-56,1338,-16.836000,-40.992001,979.416016,111,-54,42,7770.000000,-3780.000000,2940.000000,243,39.831543
A1,Thu 1970-01-01 01:00:00 CET,2.01714,-2677,1497,272,-374.779999,209.580002,38.080002,-24,-62,1336,-17.568001,-45.383999,977.951965,113,-57,42,7910.000000,-3990.000000,2940.000000,246,40.014648
A1,Thu 1970-01-01 01:00:00 CET,3.01696,-2733,1456,361,-382.619995,203.839996,50.540001,-21,-60,1338,-15.372000,-43.919998,979.416016,117,-54,40,8190.000000,-3780.000000,2800.000000,249,40.197754
A1,Thu 1970-01-01 01:00:00 CET,4.01832,-2699,1439,337,-377.860016,201.460007,47.180000,-26,-62,1339,-19.032000,-45.383999,980.148010,114,-58,42,7980.000000,-4060.000000,2940.000000,250,40.258789
A1,Thu 1970-01-01 01:00:00 CET,5.01832,-2684,1437,225,-375.760010,201.180008,31.500000,-21,-58,1340,-15.372000,-42.456001,980.880005,118,-57,40,8260.000000,-3990.000000,2800.000000,248,40.136719
A1,Thu 1970-01-01 01:00:00 CET,6.01813,-2702,1463,321,-378.279999,204.820007,44.939999,-21,-60,1336,-15.372000,-43.919998,977.951965,117,-60,41,8190.000000,-4200.000000,2870.000000,247,40.075684
A1,Thu 1970-01-01 01:00:00 CET,7.01709,-2630,1479,333,-368.200012,207.059998,46.619999,-21,-53,1338,-15.372000,-38.796001,979.416016,107,-58,40,7490.000000,-4060.000000,2800.000000,249,40.197754
A1,Thu 1970-01-01 01:00:00 CET,8.01649,-2643,1402,270,-370.019989,196.279999,37.799999,-27,-58,1337,-19.764000,-42.456001,978.684021,107,-55,40,7490.000000,-3850.000000,2800.000000,249,40.197754
A1,Thu 1970-01-01 01:00:00 CET,9.01484,-2622,1459,252,-367.079987,204.259995,35.279999,-23,-59,1337,-16.836000,-43.188000,978.684021,117,-54,41,8190.000000,-3780.000000,2870.000000,247,40.075684
A1,Thu 1970-01-01 01:00:00 CET,10.0182,-2649,1383,306,-370.860016,193.619995,42.840000,-22,-60,1336,-16.104000,-43.919998,977.951965,115,-56,41,8050.000000,-3920.000000,2870.000000,246,40.014648
A1,Thu 1970-01-01 01:00:00 CET,11.0167,-2656,1422,301,-371.839996,199.080002,42.139999,-23,-62,1337,-16.836000,-45.383999,978.684021,112,-56,41,7840.000000,-3920.000000,2870.000000,248,40.136719
