HTL state,Time GPS,Mission time,heater-anemoemeter,heater-HTL
HTL state,Time GPS,Mission time,heater-HTL,Time GPS,Mission time,heater-anemometer
A1,Thu 1970-01-01 01:00:00 CET,108.036,0.000000,Thu 1970-01-01 01:00:00 CET,108.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,109.037,0.000000,Thu 1970-01-01 01:00:00 CET,109.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,110.037,0.000000,Thu 1970-01-01 01:00:00 CET,110.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,111.037,0.000000,Thu 1970-01-01 01:00:00 CET,111.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,112.037,0.000000,Thu 1970-01-01 01:00:00 CET,112.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,113.037,0.000000,Thu 1970-01-01 01:00:00 CET,113.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,114.037,0.000000,Thu 1970-01-01 01:00:00 CET,114.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,115.037,0.000000,Thu 1970-01-01 01:00:00 CET,115.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,116.036,0.000000,Thu 1970-01-01 01:00:00 CET,116.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,117.037,0.000000,Thu 1970-01-01 01:00:00 CET,117.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,118.038,0.000000,Thu 1970-01-01 01:00:00 CET,118.038,1.200000
A1,Thu 1970-01-01 01:00:00 CET,119.037,0.000000,Thu 1970-01-01 01:00:00 CET,119.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,120.037,0.000000,Thu 1970-01-01 01:00:00 CET,120.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,121.037,0.000000,Thu 1970-01-01 01:00:00 CET,121.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,122.037,0.000000,Thu 1970-01-01 01:00:00 CET,122.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,123.037,0.000000,Thu 1970-01-01 01:00:00 CET,123.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,124.037,0.000000,Thu 1970-01-01 01:00:00 CET,124.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,125.037,0.000000,Thu 1970-01-01 01:00:00 CET,125.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,126.037,0.000000,Thu 1970-01-01 01:00:00 CET,126.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,127.039,0.000000,Thu 1970-01-01 01:00:00 CET,127.039,1.200000
A1,Thu 1970-01-01 01:00:00 CET,128.037,0.000000,Thu 1970-01-01 01:00:00 CET,128.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,129.037,0.000000,Thu 1970-01-01 01:00:00 CET,129.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,130.034,0.000000,Thu 1970-01-01 01:00:00 CET,130.034,1.200000
A1,Thu 1970-01-01 01:00:00 CET,131.036,0.000000,Thu 1970-01-01 01:00:00 CET,131.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,132.036,0.000000,Thu 1970-01-01 01:00:00 CET,132.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,133.036,0.000000,Thu 1970-01-01 01:00:00 CET,133.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,134.037,0.000000,Thu 1970-01-01 01:00:00 CET,134.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,135.037,0.000000,Thu 1970-01-01 01:00:00 CET,135.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,136.039,0.000000,Thu 1970-01-01 01:00:00 CET,136.039,1.200000
A1,Thu 1970-01-01 01:00:00 CET,137.037,0.000000,Thu 1970-01-01 01:00:00 CET,137.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,138.037,0.000000,Thu 1970-01-01 01:00:00 CET,138.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,139.037,0.000000,Thu 1970-01-01 01:00:00 CET,139.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,140.037,0.000000,Thu 1970-01-01 01:00:00 CET,140.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,141.037,0.000000,Thu 1970-01-01 01:00:00 CET,141.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,142.036,0.000000,Thu 1970-01-01 01:00:00 CET,142.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,143.036,0.000000,Thu 1970-01-01 01:00:00 CET,143.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,144.036,0.000000,Thu 1970-01-01 01:00:00 CET,144.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,145.037,0.000000,Thu 1970-01-01 01:00:00 CET,145.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,146.036,0.000000,Thu 1970-01-01 01:00:00 CET,146.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,147.036,0.000000,Thu 1970-01-01 01:00:00 CET,147.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,148.036,0.000000,Thu 1970-01-01 01:00:00 CET,148.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,149.037,0.000000,Thu 1970-01-01 01:00:00 CET,149.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,150.037,0.000000,Thu 1970-01-01 01:00:00 CET,150.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,151.037,0.000000,Thu 1970-01-01 01:00:00 CET,151.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,152.037,0.000000,Thu 1970-01-01 01:00:00 CET,152.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,153.038,0.000000,Thu 1970-01-01 01:00:00 CET,153.038,1.200000
A1,Thu 1970-01-01 01:00:00 CET,154.038,0.000000,Thu 1970-01-01 01:00:00 CET,154.038,1.200000
A1,Thu 1970-01-01 01:00:00 CET,155.036,0.000000,Thu 1970-01-01 01:00:00 CET,155.036,1.200000
