HTL state,Time GPS,Mission time,anemometro Celsius,anemometro Volts,anemometro Vcc,aire abajo Celsius,aire abajo Volts,aire abajo Vcc,infinito Celsius,infinito Volts,infinito Vcc,aire arriba Celsius,aire arriba Volts,aire arriba Vcc,exterior Celsius,exterior Volts,exterior Vcc,placa arriba Celsius,placa arriba Volts,placa arriba Vcc,placa abajo Celsius,placa abajo Volts,placa abajo Vcc
A1,Thu 1970-01-01 01:00:00 CET,43.553207,254.025299,3.272300,4.867000,30.959719,2.630520,4.867920,31.590189,2.631940,4.865680,31.433445,2.633320,4.869440,30.968000,2.631960,4.870520,35.509243,2.650360,4.869760,36.895515,2.655620,4.869000
A1,Thu 1970-01-01 01:00:00 CET,44.559773,252.946869,3.271100,4.868400,31.045605,2.631960,4.869920,31.395947,2.633120,4.869360,31.505089,2.633900,4.869960,31.065924,2.631180,4.868320,35.698296,2.650940,4.869400,36.988182,2.655540,4.868160
A1,Thu 1970-01-01 01:00:00 CET,45.552695,253.275162,3.271860,4.868560,31.322273,2.631580,4.867080,31.505981,2.633060,4.868400,31.502563,2.632440,4.867280,30.625553,2.630160,4.869840,35.742748,2.651340,4.869800,37.199528,2.656620,4.868560
A1,Thu 1970-01-01 01:00:00 CET,46.554429,252.776047,3.271620,4.869680,31.485569,2.631720,4.866080,31.047853,2.633180,4.872160,31.760271,2.633860,4.867920,31.157907,2.632040,4.869200,35.831902,2.651640,4.869680,37.601620,2.657100,4.866440
A1,Thu 1970-01-01 01:00:00 CET,47.553382,256.589722,3.272220,4.859360,30.569935,2.623900,4.858680,31.205687,2.627720,4.860840,31.121458,2.626180,4.858640,30.784260,2.625400,4.859800,35.530972,2.644680,4.859160,36.910164,2.650880,4.860200
A1,Thu 1970-01-01 01:00:00 CET,48.560137,256.634399,3.272900,4.860240,31.322058,2.627340,4.859240,31.612572,2.629220,4.860480,31.022518,2.627540,4.861920,31.262732,2.626920,4.858920,36.032536,2.647800,4.861120,37.101208,2.651920,4.860680
A1,Thu 1970-01-01 01:00:00 CET,49.553953,255.774078,3.272500,4.862160,31.124321,2.627100,4.860320,31.628120,2.629220,4.860360,31.601950,2.629760,4.861560,31.132479,2.626680,4.859480,36.034851,2.647940,4.861360,37.420322,2.653480,4.861160
A1,Thu 1970-01-01 01:00:00 CET,50.545570,253.258072,3.272740,4.869920,31.255775,2.632600,4.869480,31.487846,2.633720,4.869760,31.607338,2.632920,4.867360,31.002569,2.629640,4.865960,36.240181,2.651220,4.865840,37.790764,2.656340,4.863640
A1,Thu 1970-01-01 01:00:00 CET,51.484369,254.649948,3.272380,4.865280,31.263502,2.630340,4.865240,31.344809,2.630160,4.864280,31.552441,2.631220,4.864640,31.340282,2.625080,4.854920,35.988266,2.644220,4.854880,38.077797,2.654380,4.857920
A1,Thu 1970-01-01 01:00:00 CET,52.518548,255.784561,3.271040,4.859960,31.393114,2.631140,4.865720,31.782780,2.631400,4.863200,31.638250,2.630820,4.863240,31.291456,2.630500,4.865320,36.644165,2.652740,4.865600,37.611492,2.655240,4.862960
A1,Thu 1970-01-01 01:00:00 CET,53.553306,253.282379,3.271740,4.868360,31.053732,2.632340,4.870560,32.067329,2.634900,4.867480,31.460661,2.632460,4.867640,30.671570,2.631260,4.871520,37.145988,2.656380,4.868520,37.805599,2.660420,4.871000
A1,Thu 1970-01-01 01:00:00 CET,54.560219,253.538101,3.272920,4.869360,31.238781,2.632140,4.868760,32.027760,2.635320,4.868560,31.563063,2.634120,4.869920,31.550625,2.632900,4.867760,37.530064,2.657180,4.867120,38.077152,2.660060,4.868320
