HTL state,Time GPS,Mission time,TC74-0,TC74-1,TC74-2,TC74-3,TC74-4
A1,Thu 1970-01-01 01:00:00 CET,153.050427,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,154.050719,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,155.048664,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,156.050886,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,157.051697,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,158.051246,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,159.051404,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,160.050975,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,161.051290,28.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,162.051450,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,163.052402,28.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,164.051228,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,165.051100,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,166.049698,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,167.050808,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,168.051351,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,169.050891,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,170.051162,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,171.050756,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,172.052547,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,173.051225,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,174.051632,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,175.051674,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,176.051312,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,177.051004,28.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,178.051455,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,179.044151,28.500000,28.500000,27.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,180.049118,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,181.051813,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,182.050624,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,183.050892,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,184.051155,28.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,185.051093,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,186.051928,27.500000,28.500000,27.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,187.051261,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,188.051361,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,189.051341,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,190.052659,28.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,191.051662,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,192.049812,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,193.044117,27.500000,28.500000,27.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,194.051029,27.500000,28.500000,26.500000,26.500000,26.500000
