HTL state;Time GPS;Mission time;heater-HTL;Time GPS;Mission time;heater-anemometer
A1;Fri 2021-07-16 07:30:34 CEST;220.113;1.322314;Fri 2021-07-16 07:30:34 CEST;220.113;0.8
A1;Fri 2021-07-16 07:30:34 CEST;221.114;1.322314;Fri 2021-07-16 07:30:34 CEST;221.114;0.8
A1;Fri 2021-07-16 07:30:35 CEST;222.114;1.322314;Fri 2021-07-16 07:30:35 CEST;222.114;0.8
A1;Fri 2021-07-16 07:30:35 CEST;223.114;1.322314;Fri 2021-07-16 07:30:35 CEST;223.114;0.8
A1;Fri 2021-07-16 07:30:36 CEST;224.115;1.322314;Fri 2021-07-16 07:30:36 CEST;224.115;0.8
A1;Fri 2021-07-16 07:30:36 CEST;225.114;1.322314;Fri 2021-07-16 07:30:36 CEST;225.114;0.8
A1;Fri 2021-07-16 07:30:37 CEST;226.113;1.322314;Fri 2021-07-16 07:30:37 CEST;226.113;0.8
A1;Fri 2021-07-16 07:30:37 CEST;227.114;1.322314;Fri 2021-07-16 07:30:37 CEST;227.114;0.8
A1;Fri 2021-07-16 07:30:38 CEST;228.113;1.322314;Fri 2021-07-16 07:30:38 CEST;228.113;0.8
A1;Fri 2021-07-16 07:30:38 CEST;229.114;1.322314;Fri 2021-07-16 07:30:38 CEST;229.114;0.8
A1;Fri 2021-07-16 07:30:39 CEST;230.113;1.322314;Fri 2021-07-16 07:30:39 CEST;230.113;0.8
A1;Fri 2021-07-16 07:30:39 CEST;231.114;1.322314;Fri 2021-07-16 07:30:39 CEST;231.114;0.8
A1;Fri 2021-07-16 07:30:40 CEST;232.113;1.322314;Fri 2021-07-16 07:30:40 CEST;232.113;0.8
A1;Fri 2021-07-16 07:30:40 CEST;233.116;1.322314;Fri 2021-07-16 07:30:40 CEST;233.116;0.8
A1;Fri 2021-07-16 07:30:41 CEST;234.114;1.322314;Fri 2021-07-16 07:30:41 CEST;234.114;0.8
A1;Fri 2021-07-16 07:30:41 CEST;235.114;1.322314;Fri 2021-07-16 07:30:41 CEST;235.114;0.8
A1;Fri 2021-07-16 07:30:42 CEST;236.114;1.322314;Fri 2021-07-16 07:30:42 CEST;236.114;0.8
A1;Fri 2021-07-16 07:30:42 CEST;237.114;1.322314;Fri 2021-07-16 07:30:42 CEST;237.114;0.8
A1;Fri 2021-07-16 07:30:43 CEST;238.113;1.322314;Fri 2021-07-16 07:30:43 CEST;238.113;0.8
A1;Fri 2021-07-16 07:30:43 CEST;239.115;1.322314;Fri 2021-07-16 07:30:43 CEST;239.115;0.8
A1;Fri 2021-07-16 07:30:44 CEST;240.114;1.322314;Fri 2021-07-16 07:30:44 CEST;240.114;0.8
A1;Fri 2021-07-16 07:30:44 CEST;241.114;1.322314;Fri 2021-07-16 07:30:44 CEST;241.114;0.8
A1;Fri 2021-07-16 07:30:45 CEST;242.115;1.322314;Fri 2021-07-16 07:30:45 CEST;242.115;0.8
A1;Fri 2021-07-16 07:30:45 CEST;243.114;1.322314;Fri 2021-07-16 07:30:45 CEST;243.114;0.8
